Bill To:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOAA Pacific
FINANCIAL MANAGEMENT DIVISION 7600 SAND POINT WAY NE
SEATTLE, WA 98115-6349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terms: NET 30,,,,,Due Date: 05/15/2021,,,,,,,,,,,,"Amount Due: $15,034.67",,,,,,,,,,,,
Payments by Check,,,,,Payments by Wire Transfer,,,,,,,,,,,,,,,,,,,,,,,,
Payable to:,,,,,Account Name: Inmarsat Government Inc.,,,,,,,,,,,,,,,,,,,,,,,,
Inmarsat Government Inc.,,,,,"Address: 11600 Sunrise Valley Drive, Suite 200,",,,,,,,,,,,,,,,,,,,,,,,,
Remittance Address:,,,,,"Reston, VA 20191",,,,,,,,,,,,,,,,,,,,,,,,
Inmarsat Government,,,,,Bank Name: Citibank,,,,,,,,,,,,,,,,,,,,,,,,
Attn: Accounts Receivable,,,,,"City/State: Reston, VA",,,,,,,,,,,,,,,,,,,,,,,,
"11600 Sunrise Valley Drive,",,,,,Account Number: 15437371,,,,,,,,,,,,,,,,,,,,,,,,
"Suite 200, Reston, VA 20191",,,,,A/T ABA No: 254070116,,,,,,,,,,,,,,,,,,,,,,,,
703-621-6450,,,,,Swift Code (for international wires): Citius 33,,,,,,,,,,,,,,,,,,,,,,,,
Purchase Orders on this Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1305M319FNRMA
0221 P20001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Usage Charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Code,,Description,,,,,,,,,,,Amount,,,,,,,,,,,,,,,,
,,,3/19/2021 12:44:42 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/19/2021 6:44:48 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/19/2021 12:44:43 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/19/2021 6:44:44 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/20/2021 12:46:34 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/20/2021 12:48:27 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/20/2021 6:44:52 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/20/2021 12:44:42 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/20/2021 6:44:42 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/20/2021 7:17:06 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/21/2021 12:44:42 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/21/2021 1:14:45 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/21/2021 7:14:46 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/21/2021 7:16:44 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/21/2021 1:14:41 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/21/2021 7:15:16 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/22/2021 6:44:43 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/22/2021 12:45:09 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/22/2021 6:45:02 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/23/2021 12:48:21 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/23/2021 6:44:42 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/23/2021 12:45:02 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/23/2021 6:44:52 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/23/2021 6:46:48 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/24/2021 12:44:45 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/24/2021 1:14:43 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/24/2021 7:16:37 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/24/2021 1:14:43 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/24/2021 7:14:49 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/25/2021 6:44:42 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/25/2021 12:44:41 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/25/2021 6:44:42 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/26/2021 12:44:42 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/26/2021 6:44:43 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/26/2021 12:44:42 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/26/2021 12:46:55 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/26/2021 6:44:51 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/27/2021 12:44:48 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/27/2021 6:44:39 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/27/2021 12:46:48 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.67,,,,$1.25,,,,,,
,,,3/27/2021 12:50:05 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/27/2021 6:45:02 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/28/2021 12:44:57 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/28/2021 1:14:46 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/28/2021 7:14:47 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
"MSISDN
PO Number",,,Call Date,,,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,,,
"881621467362
1305M319FNRMA02
21 P20001",,,3/28/2021 1:14:49 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/28/2021 7:15:09 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/29/2021 1:14:50 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/29/2021 1:16:56 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/29/2021 7:15:03 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/29/2021 7:17:12 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/29/2021 1:15:06 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/29/2021 7:14:42 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/29/2021 7:19:07 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/30/2021 6:44:49 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/30/2021 6:48:18 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/30/2021 12:45:07 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/30/2021 6:44:40 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/31/2021 12:46:30 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/31/2021 1:14:36 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/31/2021 7:14:48 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/31/2021 7:18:19 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/31/2021 1:15:02 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/31/2021 7:16:41 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,Total for 881621467362,,,,,,,,,,,,,,,,,,,,$80.50,,,,,,
"881621467445
1305M319FNRMA02
21 P20001",,,3/1/2021 9:21:35 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/2/2021 9:21:21 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/3/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/4/2021 9:21:22 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/5/2021 9:21:21 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/6/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/7/2021 9:21:26 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/8/2021 9:21:25 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/9/2021 9:21:21 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/10/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/11/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/11/2021 9:23:45 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/12/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/13/2021 9:21:21 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/14/2021 9:21:29 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/15/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/16/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/17/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/18/2021 9:20:14 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/19/2021 9:21:21 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/20/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/21/2021 9:21:20 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/22/2021 9:21:36 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/23/2021 9:20:18 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/24/2021 9:21:19 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/24/2021 9:23:38 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/25/2021 9:21:18 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/25/2021 9:22:58 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/26/2021 9:20:13 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/27/2021 9:21:50 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/28/2021 9:21:18 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
"MSISDN
PO Number",,,Call Date,,,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,,,
"881621467445
1305M319FNRMA02
21 P20001",,,3/29/2021 9:21:19 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/30/2021 9:20:14 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/30/2021 9:22:42 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/31/2021 9:21:18 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,Total for 881621467445,,,,,,,,,,,,,,,,,,,,$25.75,,,,,,
"881621467707
1305M319FNRMA02
21 P20001",,,3/1/2021 6:36:08 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/2/2021 12:38:09 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/4/2021 6:37:31 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/4/2021 6:40:07 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/4/2021 12:35:48 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/4/2021 6:37:37 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/6/2021 12:36:08 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/8/2021 6:38:01 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/9/2021 6:36:21 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/9/2021 6:35:51 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/10/2021 12:35:52 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/10/2021 12:36:14 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/10/2021 6:39:41 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/11/2021 12:39:45 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.67,,,,$1.25,,,,,,
,,,3/12/2021 6:37:33 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/13/2021 6:35:58 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/13/2021 6:37:45 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/14/2021 6:39:49 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/15/2021 12:35:57 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/15/2021 6:35:59 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/16/2021 6:36:30 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/16/2021 12:39:35 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/16/2021 6:38:11 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/17/2021 12:37:57 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/18/2021 6:35:57 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/19/2021 6:36:24 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/19/2021 6:38:02 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.67,,,,$1.25,,,,,,
,,,3/19/2021 6:37:48 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.67,,,,$1.25,,,,,,
,,,3/20/2021 6:38:05 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.67,,,,$1.25,,,,,,
,,,3/20/2021 6:35:51 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/21/2021 12:38:09 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/21/2021 12:39:46 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/21/2021 6:40:02 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/22/2021 6:37:52 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.67,,,,$1.25,,,,,,
,,,3/22/2021 6:36:07 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/23/2021 6:39:46 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/24/2021 6:39:53 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,2.33,,,,$1.75,,,,,,
,,,3/24/2021 12:38:01 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/25/2021 6:37:43 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/25/2021 12:36:19 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.00,,,,$0.75,,,,,,
,,,3/25/2021 6:35:59 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,3/26/2021 12:39:22 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,1.33,,,,$1.00,,,,,,
,,,3/26/2021 12:36:21 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/26/2021 12:39:55 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.33,,,,$0.25,,,,,,
,,,Total for 881621467707,,,,,,,,,,,,,,,,,,,,$32.25,,,,,,
"MSISDN
PO Number",,,Call Date,,,,,Description,,,,,,Rate,,,,,Quantity,,,,Amount,,,,,,
"881622400954
1305M319FNRMA02
21 P20001",,,3/1/2021 1:10:41 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/1/2021 7:10:41 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/1/2021 1:10:41 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/1/2021 7:10:42 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/2/2021 1:10:57 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/27/2021 7:10:58 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/27/2021 1:10:44 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/27/2021 7:10:56 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/28/2021 1:10:45 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/28/2021 7:10:44 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/28/2021 1:10:43 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/28/2021 7:10:40 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/29/2021 1:10:44 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/29/2021 7:10:39 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/29/2021 1:10:39 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/29/2021 7:10:43 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/30/2021 1:10:58 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/30/2021 7:10:43 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/30/2021 1:10:38 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/30/2021 7:12:15 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/30/2021 7:14:03 PM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
,,,3/31/2021 1:10:38 AM,,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,,0.67,,,,$0.50,,,,,,
